Result Number,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
981,LC08_L2SP_200021_20181028_20200830_02_T2,LC08_L1GT_200021_20181028_20200830_02_T2,LC82000212018301LGN00,2018/10/28,T2,2, 200, 021, 200, 021,NADIR,   0.000,2020/08/30,2020/08/30,2018-10-28 10:44:39.514709,2018-10-28 10:45:11.284707,LGN,DAY,  -1.00,   7.17,-1,5,,,,LPGS_15.3.1c,20.34094060,168.95384506,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,55°54'40.54"N,4°04'56.53"E,56°59'30.59"N,2°08'50.89"E,56°57'24.95"N,6°04'31.22"E,54°49'29.50"N,2°11'37.43"E,54°47'33.61"N,5°54'31.50"E, 55.91126,   4.08237, 56.99183,   2.14747, 56.95693,   6.07534, 54.82486,   2.19373, 54.79267,   5.90875,LC08_L2SP_200021_20181028_20200830_02_T2,LC82000212018301LGN00
982,LC08_L2SP_200022_20181028_20200830_02_T2,LC08_L1GT_200022_20181028_20200830_02_T2,LC82000222018301LGN00,2018/10/28,T2,2, 200, 022, 200, 022,NADIR,   0.000,2020/08/30,2020/08/30,2018-10-28 10:45:03.401512,2018-10-28 10:45:35.17151,LGN,DAY,  -1.00,   7.68,-1,5,,,,LPGS_15.3.1c,21.64429260,168.19144861,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,54°30'30.49"N,3°20'59.46"E,55°34'50.81"N,1°27'34.81"E,55°34'11.17"N,5°15'07.45"E,53°24'30.35"N,1°32'21.34"E,53°23'53.74"N,5°08'08.74"E, 54.50847,   3.34985, 55.58078,   1.45967, 55.56977,   5.25207, 53.40843,   1.53926, 53.39826,   5.13576,LC08_L2SP_200022_20181028_20200830_02_T2,LC82000222018301LGN00
983,LC08_L2SP_205018_20181031_20200830_02_T1,LC08_L1TP_205018_20181031_20200830_02_T1,LC82050182018304LGN00,2018/10/31,T1,2, 205, 018, 205, 018,NADIR,   0.000,2020/08/30,2020/08/30,2018-10-31 11:14:22.508826,2018-10-31 11:14:54.278825,LGN,DAY,   9.41,   9.63,288,5,    7.023,    4.443,    5.440,LPGS_15.3.1c,15.43250544,171.57257299,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,60°05'35.74"N,1°08'14.10"W,61°11'40.42"N,3°18'58.50"W,61°07'51.60"N,1°09'31.68"E,59°00'35.89"N,3°17'45.53"W,58°57'06.30"N,0°53'35.16"E, 60.09326,  -1.13725, 61.19456,  -3.31625, 61.13100,   1.15880, 59.00997,  -3.29598, 58.95175,   0.89310,LC08_L2SP_205018_20181031_20200830_02_T1,LC82050182018304LGN00
984,LC08_L2SP_205019_20181031_20200830_02_T1,LC08_L1TP_205019_20181031_20200830_02_T1,LC82050192018304LGN00,2018/10/31,T1,2, 205, 019, 205, 019,NADIR,   0.000,2020/08/30,2020/08/30,2018-10-31 11:14:46.387157,2018-10-31 11:15:18.157156,LGN,DAY,  79.17,  16.57,107,5,    8.632,    6.203,    6.003,LPGS_15.3.1c,16.74270855,170.71177728,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,58°42'14.87"N,2°01'52.18"W,59°47'30.88"N,4°09'09.97"W,59°45'33.41"N,0°08'51.61"E,57°36'16.34"N,4°04'57.72"W,57°34'28.49"N,0°02'36.06"W, 58.70413,  -2.03116, 59.79191,  -4.15277, 59.75928,   0.14767, 57.60454,  -4.08270, 57.57458,  -0.04335,LC08_L2SP_205019_20181031_20200830_02_T1,LC82050192018304LGN00
985,LC08_L2SP_203021_20181102_20200830_02_T1,LC08_L1TP_203021_20181102_20200830_02_T1,LC82030212018306LGN00,2018/11/02,T1,2, 203, 021, 203, 021,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-02 11:03:12.869452,2018-11-02 11:03:44.63945,LGN,DAY,   0.22,  15.43,393,5,    7.767,    4.412,    6.392,LPGS_15.3.1c,18.72774179,169.20522599,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'39.96"N,0°33'12.17"W,57°00'05.40"N,2°25'31.69"W,56°55'25.14"N,1°26'55.79"E,54°51'21.49"N,2°27'22.90"W,54°47'02.80"N,1°12'37.69"E, 55.91110,  -0.55338, 57.00150,  -2.42547, 56.92365,   1.44883, 54.85597,  -2.45636, 54.78411,   1.21047,LC08_L2SP_203021_20181102_20200830_02_T1,LC82030212018306LGN00
986,LC08_L2SP_203022_20181102_20200830_02_T1,LC08_L1TP_203022_20181102_20200830_02_T1,LC82030222018306LGN00,2018/11/02,T1,2, 203, 022, 203, 022,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-02 11:03:36.752019,2018-11-02 11:04:08.522017,LGN,DAY,   8.34,   7.59,865,5,    8.003,    4.513,    6.610,LPGS_15.3.1c,20.03370172,168.46520123,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'30.92"N,1°17'08.95"W,55°35'25.44"N,3°07'02.68"W,55°32'12.08"N,0°37'45.66"E,53°26'29.69"N,3°06'41.08"W,53°23'30.98"N,0°26'38.94"E, 54.50859,  -1.28582, 55.59040,  -3.11741, 55.53669,   0.62935, 53.44158,  -3.11141, 53.39194,   0.44415,LC08_L2SP_203022_20181102_20200830_02_T1,LC82030222018306LGN00
987,LC08_L2SP_203024_20181102_20200830_02_T1,LC08_L1TP_203024_20181102_20200830_02_T1,LC82030242018306LGN00,2018/11/02,T1,2, 203, 024, 203, 024,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-02 11:04:24.521389,2018-11-02 11:04:56.291387,LGN,DAY,  21.31,  19.59,870,5,    7.265,    4.450,    5.743,LPGS_15.3.1c,22.63928063,167.05371205,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'35.30"N,2°37'46.78"W,52°45'34.02"N,4°22'36.05"W,52°44'53.59"N,0°51'54.22"W,50°36'07.52"N,4°18'45.94"W,50°35'30.12"N,0°57'50.90"W, 51.69314,  -2.62966, 52.75945,  -4.37668, 52.74822,  -0.86506, 50.60209,  -4.31276, 50.59170,  -0.96414,LC08_L2SP_203024_20181102_20200830_02_T1,LC82030242018306LGN00
988,LC08_L2SP_203025_20181102_20200830_02_T1,LC08_L1TP_203025_20181102_20200830_02_T1,LC82030252018306LGN00,2018/11/02,T1,2, 203, 025, 203, 025,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-02 11:04:48.408192,2018-11-02 11:05:20.17819,LGN,DAY,   2.95,   1.26,647,5,    7.588,    4.544,    6.078,LPGS_15.3.1c,23.93838111,166.37230832,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.17"N,3°14'58.70"W,51°20'25.19"N,4°57'45.40"W,51°20'52.12"N,1°33'04.18"W,49°10'49.30"N,4°52'32.81"W,49°11'14.28"N,1°36'55.01"W, 50.28088,  -3.24964, 51.34033,  -4.96261, 51.34781,  -1.55116, 49.18036,  -4.87578, 49.18730,  -1.61528,LC08_L2SP_203025_20181102_20200830_02_T1,LC82030252018306LGN00
989,LC08_L2SP_203026_20181102_20200830_02_T1,LC08_L1TP_203026_20181102_20200830_02_T1,LC82030262018306LGN00,2018/11/02,T1,2, 203, 026, 203, 026,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-02 11:05:12.286523,2018-11-02 11:05:44.056521,LGN,DAY,  16.31,   7.58,623,5,    7.133,    4.411,    5.606,LPGS_15.3.1c,25.23417171,165.70156782,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'59.40"N,3°50'22.34"W,49°55'16.28"N,5°30'52.63"W,49°56'44.63"N,2°12'14.94"W,47°45'21.92"N,5°24'30.42"W,47°46'43.79"N,2°14'16.04"W, 48.86650,  -3.83954, 49.92119,  -5.51462, 49.94573,  -2.20415, 47.75609,  -5.40845, 47.77883,  -2.23779,LC08_L2SP_203026_20181102_20200830_02_T1,LC82030262018306LGN00
990,LC08_L2SP_202024_20181111_20200830_02_T1,LC08_L1TP_202024_20181111_20200830_02_T1,LC82020242018315LGN00,2018/11/11,T1,2, 202, 024, 202, 024,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-11 10:58:14.738036,2018-11-11 10:58:46.508034,LGN,DAY,  19.19,  19.24,512,5,    8.060,    4.628,    6.599,LPGS_15.3.1c,19.98714295,167.34936601,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'35.74"N,1°05'07.91"W,52°46'11.71"N,2°46'34.28"W,52°42'45.43"N,0°41'32.93"E,50°38'10.57"N,2°47'11.29"W,50°34'59.38"N,0°31'23.52"E, 51.69326,  -1.08553, 52.76992,  -2.77619, 52.71262,   0.69248, 50.63627,  -2.78647, 50.58316,   0.52320,LC08_L2SP_202024_20181111_20200830_02_T1,LC82020242018315LGN00
991,LC08_L2SP_209020_20181112_20200830_02_T1,LC08_L1TP_209020_20181112_20200830_02_T1,LC82090202018316LGN00,2018/11/12,T1,2, 209, 020, 209, 020,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-12 11:39:54.954404,2018-11-12 11:40:26.724403,LGN,DAY,   1.08,  16.54,29,5,    5.875,    3.675,    4.583,LPGS_15.3.1c,14.47544145,170.13192290,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,57°18'35.39"N,9°02'44.52"W,58°23'02"N,11°07'02.46"W,58°23'07.80"N,6°58'54.37"W,56°11'29.90"N,10°59'42.11"W,56°11'35.20"N,7°05'54.13"W, 57.30983,  -9.04570, 58.38389, -11.11735, 58.38550,  -6.98177, 56.19164, -10.99503, 56.19311,  -7.09837,LC08_L2SP_209020_20181112_20200830_02_T1,LC82090202018316LGN00
992,LC08_L2SP_209021_20181112_20200830_02_T2,LC08_L1GT_209021_20181112_20200830_02_T2,LC82090212018316LGN00,2018/11/12,T2,2, 209, 021, 209, 021,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-12 11:40:18.841207,2018-11-12 11:40:50.611206,LGN,DAY,  -1.00,  19.40,-1,5,,,,LPGS_15.3.1c,15.78551584,169.39717449,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,55°54'39.28"N,9°49'31.22"W,56°58'32.99"N,11°50'47.29"W,57°00'10.80"N,7°51'26.82"W,54°46'43.82"N,11°41'24.04"W,54°48'13.90"N,7°55'13.19"W, 55.91091,  -9.82534, 56.97583, -11.84647, 57.00300,  -7.85745, 54.77884, -11.69001, 54.80386,  -7.92033,LC08_L2SP_209021_20181112_20200830_02_T2,LC82090212018316LGN00
993,LC08_L2SP_200021_20181113_20200830_02_T2,LC08_L1GT_200021_20181113_20200830_02_T2,LC82000212018317LGN00,2018/11/13,T2,2, 200, 021, 200, 021,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-13 10:44:41.566025,2018-11-13 10:45:13.336023,LGN,DAY,  -1.00,  10.66,-1,5,,,,LPGS_15.3.1c,15.52664537,169.39422342,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,55°54'39.06"N,4°04'47.71"E,56°59'30.59"N,2°08'50.89"E,56°57'25.38"N,6°04'13.51"E,54°49'29.50"N,2°11'37.43"E,54°47'34.01"N,5°54'14.72"E, 55.91085,   4.07992, 56.99183,   2.14747, 56.95705,   6.07042, 54.82486,   2.19373, 54.79278,   5.90409,LC08_L2SP_200021_20181113_20200830_02_T2,LC82000212018317LGN00
994,LC08_L2SP_200023_20181113_20200830_02_T1,LC08_L1TP_200023_20181113_20200830_02_T1,LC82000232018317LGN00,2018/11/13,T1,2, 200, 023, 200, 023,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-13 10:45:29.331159,2018-11-13 10:46:01.101157,LGN,DAY,   2.24,   4.21,252,5,    8.369,    4.323,    7.166,LPGS_15.3.1c,18.14160524,168.02032909,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,53°06'08.10"N,2°39'26.28"E,54°09'57.64"N,0°48'50.94"E,54°10'36.26"N,4°28'53.58"E,51°59'28.36"N,0°55'17.94"E,52°00'04.03"N,4°24'31.14"E, 53.10225,   2.65730, 54.16601,   0.81415, 54.17674,   4.48155, 51.99121,   0.92165, 52.00112,   4.40865,LC08_L2SP_200023_20181113_20200830_02_T1,LC82000232018317LGN00
995,LC08_L2SP_200024_20181113_20200830_02_T1,LC08_L1TP_200024_20181113_20200830_02_T1,LC82000242018317LGN00,2018/11/13,T1,2, 200, 024, 200, 024,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-13 10:45:53.213726,2018-11-13 10:46:24.983724,LGN,DAY,   5.46,   2.94,429,5,    8.250,    4.610,    6.841,LPGS_15.3.1c,19.44636774,167.36716658,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,51°41'35.02"N,2°00'15.19"E,52°44'52.80"N,0°12'20.34"E,52°46'42.71"N,3°45'11.23"E,50°34'25.07"N,0°20'10.97"E,50°36'06.77"N,3°43'04.22"E, 51.69306,   2.00422, 52.74800,   0.20565, 52.77853,   3.75312, 50.57363,   0.33638, 50.60188,   3.71784,LC08_L2SP_200024_20181113_20200830_02_T1,LC82000242018317LGN00
996,LC08_L2SP_203021_20181118_20200830_02_T1,LC08_L1TP_203021_20181118_20200830_02_T1,LC82030212018322LGN00,2018/11/18,T1,2, 203, 021, 203, 021,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-18 11:03:13.993004,2018-11-18 11:03:45.763003,LGN,DAY,  26.86,   7.64,77,5,    9.315,    5.447,    7.556,LPGS_15.3.1c,14.25164058,169.32472230,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'39.49"N,0°33'07.49"W,57°00'05.40"N,2°25'31.69"W,56°55'24.49"N,1°27'13.46"E,54°51'21.49"N,2°27'22.90"W,54°47'02.22"N,1°12'54.43"E, 55.91097,  -0.55208, 57.00150,  -2.42547, 56.92347,   1.45374, 54.85597,  -2.45636, 54.78395,   1.21512,LC08_L2SP_203021_20181118_20200830_02_T1,LC82030212018322LGN00
997,LC08_L2SP_203022_20181118_20200830_02_T1,LC08_L1TP_203022_20181118_20200830_02_T1,LC82030222018322LGN00,2018/11/18,T1,2, 203, 022, 203, 022,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-18 11:03:37.875571,2018-11-18 11:04:09.64557,LGN,DAY,  20.25,  15.04,366,5,    8.874,    5.090,    7.269,LPGS_15.3.1c,15.55928815,168.63927156,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'30.28"N,1°17'03.77"W,55°35'25.44"N,3°06'45.54"W,55°32'11.58"N,0°38'02.72"E,53°26'29.69"N,3°06'24.80"W,53°23'30.52"N,0°26'55.18"E, 54.50841,  -1.28438, 55.59040,  -3.11265, 55.53655,   0.63409, 53.44158,  -3.10689, 53.39181,   0.44866,LC08_L2SP_203022_20181118_20200830_02_T1,LC82030222018322LGN00
998,LC08_L2SP_203023_20181118_20200830_02_T1,LC08_L1TP_203023_20181118_20200830_02_T1,LC82030232018322LGN00,2018/11/18,T1,2, 203, 023, 203, 023,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-18 11:04:01.758138,2018-11-18 11:04:33.528137,LGN,DAY,  17.64,  17.43,549,5,    8.502,    4.867,    6.971,LPGS_15.3.1c,16.86542123,167.98013267,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'08.46"N,1°58'29.28"W,54°10'31.30"N,3°45'41.11"W,54°08'37.39"N,0°08'13.02"W,52°01'24.60"N,3°43'27.62"W,51°59'39.23"N,0°16'34.18"W, 53.10235,  -1.97480, 54.17536,  -3.76142, 54.14372,  -0.13695, 52.02350,  -3.72434, 51.99423,  -0.27616,LC08_L2SP_203023_20181118_20200830_02_T1,LC82030232018322LGN00
999,LC08_L2SP_203024_20181118_20200830_02_T1,LC08_L1TP_203024_20181118_20200830_02_T1,LC82030242018322LGN00,2018/11/18,T1,2, 203, 024, 203, 024,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-18 11:04:25.640705,2018-11-18 11:04:57.410704,LGN,DAY,   4.83,   4.70,786,5,    8.202,    4.728,    6.702,LPGS_15.3.1c,18.16985831,167.34224482,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'35.27"N,2°37'40.48"W,52°45'34.02"N,4°22'36.05"W,52°44'53.59"N,0°51'54.22"W,50°36'07.52"N,4°18'45.94"W,50°35'30.12"N,0°57'50.90"W, 51.69313,  -2.62791, 52.75945,  -4.37668, 52.74822,  -0.86506, 50.60209,  -4.31276, 50.59170,  -0.96414,LC08_L2SP_203024_20181118_20200830_02_T1,LC82030242018322LGN00
1000,LC08_L2SP_203025_20181118_20200830_02_T1,LC08_L1TP_203025_20181118_20200830_02_T1,LC82030252018322LGN00,2018/11/18,T1,2, 203, 025, 203, 025,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-18 11:04:49.523272,2018-11-18 11:05:21.293271,LGN,DAY,   6.01,   6.11,510,5,    8.795,    5.007,    7.230,LPGS_15.3.1c,19.47233433,166.72111791,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.92"N,3°14'51.72"W,51°20'25.44"N,4°57'29.92"W,51°20'52.12"N,1°33'04.18"W,49°10'49.55"N,4°52'18.01"W,49°11'14.28"N,1°36'55.01"W, 50.28109,  -3.24770, 51.34040,  -4.95831, 51.34781,  -1.55116, 49.18043,  -4.87167, 49.18730,  -1.61528,LC08_L2SP_203025_20181118_20200830_02_T1,LC82030252018322LGN00
1001,LC08_L2SP_203026_20181118_20200830_02_T1,LC08_L1TP_203026_20181118_20200830_02_T1,LC82030262018322LGN00,2018/11/18,T1,2, 203, 026, 203, 026,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-18 11:05:13.405839,2018-11-18 11:05:45.175838,LGN,DAY,   0.16,   0.27,813,5,    7.838,    4.756,    6.231,LPGS_15.3.1c,20.77273261,166.11274923,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'59"N,3°50'15.36"W,49°55'16.61"N,5°30'37.58"W,49°56'44.52"N,2°11'59.89"W,47°45'22.21"N,5°24'16.02"W,47°46'43.68"N,2°14'01.61"W, 48.86639,  -3.83760, 49.92128,  -5.51044, 49.94570,  -2.19997, 47.75617,  -5.40445, 47.77880,  -2.23378,LC08_L2SP_203026_20181118_20200830_02_T1,LC82030262018322LGN00
1002,LC08_L2SP_206024_20181209_20200830_02_T1,LC08_L1TP_206024_20181209_20200830_02_T1,LC82060242018343LGN00,2018/12/09,T1,2, 206, 024, 206, 024,NADIR,   0.000,2020/08/30,2020/08/30,2018-12-09 11:22:55.069536,2018-12-09 11:23:26.839535,LGN,DAY,  29.45,  15.09,127,5,    9.776,    6.149,    7.600,LPGS_15.3.1c,14.38974117,166.19234989,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,51°41'36.17"N,7°14'53.70"W,52°46'02.71"N,8°56'42.58"W,52°42'53.71"N,5°28'18.23"W,50°38'01.54"N,8°56'51.65"W,50°35'06.36"N,5°38'00.60"W, 51.69338,  -7.24825, 52.76742,  -8.94516, 52.71492,  -5.47173, 50.63376,  -8.94768, 50.58510,  -5.63350,LC08_L2SP_206024_20181209_20200830_02_T1,LC82060242018343LGN00
1003,LC08_L2SP_204025_20181227_20200830_02_T1,LC08_L1TP_204025_20181227_20200830_02_T1,LC82040252018361LGN00,2018/12/27,T1,2, 204, 025, 204, 025,NADIR,   0.000,2020/08/30,2020/08/30,2018-12-27 11:10:56.799847,2018-12-27 11:11:28.569845,LGN,DAY,   8.49,   9.46,258,5,    9.674,    5.683,    7.828,LPGS_15.3.1c,14.83499096,163.65871564,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.60"N,4°46'47.82"W,51°19'48.04"N,6°32'49.85"W,51°23'01.32"N,3°05'51.79"W,49°08'54.78"N,6°23'19.36"W,49°11'53.74"N,3°05'36.02"W, 50.28100,  -4.77995, 51.33001,  -6.54718, 51.38370,  -3.09772, 49.14855,  -6.38871, 49.19826,  -3.09334,LC08_L2SP_204025_20181227_20200830_02_T1,LC82040252018361LGN00
1004,LC08_L2SP_204026_20181227_20200829_02_T1,LC08_L1TP_204026_20181227_20200829_02_T1,LC82040262018361LGN00,2018/12/27,T1,2, 204, 026, 204, 026,NADIR,   0.000,2020/08/29,2020/08/29,2018-12-27 11:11:20.678178,2018-12-27 11:11:52.448176,LGN,DAY,  52.41,  14.25,36,5,    9.931,    7.601,    6.392,LPGS_15.3.1c,16.09947314,163.08937453,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'59.36"N,5°22'09.95"W,49°54'30.20"N,7°05'52.48"W,49°58'42.35"N,3°44'51.25"W,47°43'30.18"N,6°55'24.35"W,47°47'23.75"N,3°42'56.30"W, 48.86649,  -5.36943, 49.90839,  -7.09791, 49.97843,  -3.74757, 47.72505,  -6.92343, 47.78993,  -3.71564,LC08_L2SP_204026_20181227_20200829_02_T1,LC82040262018361LGN00
1005,LC08_L2SP_205025_20190119_20200829_02_T1,LC08_L1TP_205025_20190119_20200829_02_T1,LC82050252019019LGN00,2019/01/19,T1,2, 205, 025, 205, 025,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-19 11:17:04.117092,2019-01-19 11:17:35.887091,LGN,DAY,  16.30,   6.33,10,5,    9.288,    5.674,    7.353,LPGS_15.3.1c,17.27174717,160.72480191,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,50°16'52.72"N,6°19'08.15"W,51°21'35.64"N,7°55'16.90"W,51°16'55.88"N,4°36'05.36"W,49°14'41.86"N,7°58'05.38"W,49°10'22.22"N,4°47'30.08"W, 50.28131,  -6.31893, 51.35990,  -7.92136, 51.28219,  -4.60149, 49.24496,  -7.96816, 49.17284,  -4.79169,LC08_L2SP_205025_20190119_20200829_02_T1,LC82050252019019LGN00
1006,LC08_L2SP_201022_20190123_20200829_02_T2,LC08_L1GT_201022_20190123_20200829_02_T2,LC82010222019023LGN00,2019/01/23,T2,2, 201, 022, 201, 022,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-23 10:51:08.08699,2019-01-23 10:51:39.856989,LGN,DAY,  -1.00,   4.63,-1,5,,,,LPGS_15.3.1c,14.39650653,162.23493060,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,54°30'31.07"N,1°49'20.10"E,55°34'00.08"N,0°07'44.90"W,55°36'16.56"N,3°42'22.75"E,53°22'30.40"N,0°02'02.11"E,53°24'36.32"N,3°40'10.02"E, 54.50863,   1.82225, 55.56669,  -0.12914, 55.60460,   3.70632, 53.37511,   0.03392, 53.41009,   3.66945,LC08_L2SP_201022_20190123_20200829_02_T2,LC82010222019023LGN00
1007,LC08_L2SP_204021_20190128_20200829_02_T1,LC08_L1TP_204021_20190128_20200829_02_T1,LC82040212019028LGN00,2019/01/28,T1,2, 204, 021, 204, 021,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-28 11:09:15.458573,2019-01-28 11:09:47.228572,LGN,DAY,  21.80,  18.90,848,5,    8.807,    5.042,    7.221,LPGS_15.3.1c,14.34771355,162.44313439,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'40.72"N,2°04'49.04"W,56°59'26.09"N,4°01'13.37"W,56°57'39.38"N,0°05'31.74"W,54°49'15.60"N,3°57'53.82"W,54°47'37.21"N,0°14'59.57"W, 55.91131,  -2.08029, 56.99058,  -4.02038, 56.96094,  -0.09215, 54.82100,  -3.96495, 54.79367,  -0.24988,LC08_L2SP_204021_20190128_20200829_02_T1,LC82040212019028LGN00
1008,LC08_L2SP_204022_20190128_20200829_02_T1,LC08_L1TP_204022_20190128_20200829_02_T1,LC82040222019028LGN00,2019/01/28,T1,2, 204, 022, 204, 022,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-28 11:09:39.345377,2019-01-28 11:10:11.115375,LGN,DAY,   4.80,   5.37,973,5,    8.933,    5.144,    7.303,LPGS_15.3.1c,15.57165208,161.71682981,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'30.31"N,2°48'43.13"W,55°34'42.89"N,4°42'24.52"W,55°34'21.47"N,0°54'34.45"W,53°24'23"N,4°37'07.07"W,53°24'03.24"N,1°01'03.18"W, 54.50842,  -2.81198, 55.57858,  -4.70681, 55.57263,  -0.90957, 53.40639,  -4.61863, 53.40090,  -1.01755,LC08_L2SP_204022_20190128_20200829_02_T1,LC82040222019028LGN00
1009,LC08_L2SP_202023_20190130_20200829_02_T1,LC08_L1TP_202023_20190130_20200829_02_T1,LC82020232019030LGN00,2019/01/30,T1,2, 202, 023, 202, 023,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-30 10:57:41.140599,2019-01-30 10:58:12.910598,LGN,DAY,  12.88,  15.73,260,5,    9.109,    5.613,    7.174,LPGS_15.3.1c,17.29847420,160.81231280,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'09.58"N,0°24'36.72"W,54°11'07.58"N,2°08'03.08"W,54°06'23.80"N,1°26'23.71"E,52°03'38.20"N,2°10'33.13"W,51°59'15.36"N,1°13'37.06"E, 53.10266,  -0.41020, 54.18544,  -2.13419, 54.10661,   1.43992, 52.06061,  -2.17587, 51.98760,   1.22696,LC08_L2SP_202023_20190130_20200829_02_T1,LC82020232019030LGN00
